,refexp
3140,la chose verte par le gars assis dans la chemise bleue
3141,montagne
3142,montagnes à l'arrière
3143,ciel
3145,art sur le mur
3147,enfant en bleu
3148,mur blanc
3149,le garçon qui est assis le plus à droite sac à dos bleu
3151,chapeau sur le bureau
3152,bureau marron très à gauche
3153,casquette sur la table du milieu
3154,chemise bleue ceter garçon parlant à l'homme
3155,garçon à l'extrême gauche chemise blanche et orange
3156,enfant en bleu regarde ce que font les mecs
3157,le bureau où l'homme en noir est assis
3158,bureau de l'homme
3159,chemise enfant très gauche blanche avec bordure rouge
3160,bureau marron le plus à gauche
3162,table qui ressemble à toucher la tête
3163,bureau marron au milieu à gauche de la photo
3164,homme en t-shirt noir
3165,tee shirt enfant bleu le plus au centre au fond
3166,enfant à gauche chemise rouge et blanche
3167,personne à l'extrême gauche avec des lunettes
3168,le plus à gauche des enfants en blanc
3170,garçon le plus à droite
3171,Il rit
3173,le garçon avec ses yeux visible en bas à gauche
3174,livre sur le bureau au-dessus de la tête du garçon qui nous regarde bord inférieur
3177,enfants regroupés en haut à gauche
3179,bureau gauche marron
3180,bureau extrême gauche marron
3181,bureau incliné tout le chemin à gauche
3182,fille dans le mur du fond rose
3183,garçon en bleu au milieu avec le professeur
3184,enfant en arrière à droite
3185,ciel à gauche
3186,champ à gauche
3187,enfant de devant
3188,les gens ont raison
3189,fond de sable de la photo
3190,la femme au débardeur gris et capris
3192,ciel blanc en haut à gauche
3194,vert en bas à droite
3195,chemin de montagne en arrière-plan
3196,sac à dos tout le chemin à gauche
3197,glacière bleu/blanc
3198,immeubles
3199,sable
3200,l'eau
3201,ciel
3202,l'homme le plus sombre à droite
3203,les gens sont partis
3204,personne deuxième en partant de la droite
3205,Le ciel
3206,clôture à gauche
3207,personne de loin
3208,n'importe qui
3209,la glace
3210,sol
3211,clôture à droite
3212,mec penché
3213,camionette
3215,feuilles sur rt
3216,ciel
3217,chemin de terre
3218,homme
3219,arbres à l'arrière
3220,sable
3221,eau n'importe où
3222,route
3223,ciel
3224,arbre de droite
3225,herbe en bas à droite
3226,sol en bas à droite
3227,ciel
3228,gros rocher marron à gauche
3229,planche de gauche
3230,rochers
3231,centre de la zone blanche
3233,lg roche gauche
3234,la zone au milieu sombre
3235,rocher à gauche
3236,bateau*
3237,gauche gros rocher
3238,photo à droite
3239,courtepointe
3240,coin supérieur gauche
3241,des rideaux
3242,tête de lit
3243,photo à gauche
3244,grand côté montagne en haut à droite
3245,mur gauche
3247,ciel blanc en haut à gauche
3248,rees d'extrême droite
3249,saleté au fond
3250,homme à droite
3251,montagnes à l'extrême droite
3252,eau verte d'extrême droite
3254,la plus à gauche des personnes
3255,eau à gauche
3256,ciel
3257,montagne à gauche
3258,personne
3259,rocher devant en bas à gauche
3261,drapeau à l'avant
3262,drapeau du milieu
3263,troisième drapeau à l'arrière
3264,ciel
3265,Le coin inférieur droit
3266,tout ce qui est près de l'arbre sur le côté avant droit de l'écran
3267,tronc d'arbre à l'extrême droite
3268,ostérique à droite
3269,milieu d'herbe
3271,girafe
3272,n'importe où au milieu
3273,gazon
3274,le nuage brillant sur le dessus
3275,personne d'extrême droite
3277,vélos au milieu
3278,arbres à droite
3279,en haut à gauche
3280,route
3281,les deux personnes au milieu elle est en veste rose
3282,grp de personnes à gauche
3283,ciel
3284,coin inférieur gauche
3285,chemise violette chapeau de dame elle le tient
3286,des arbres
3287,mur de pierre
3288,chapeau sur les genoux de la dame violette
3289,ciel à gauche
3290,n'importe qui
3291,sol en bas à droite
3294,mec
3295,caméra
3297,cliquez sur cette saleté sexy en bas
3298,montagne
3299,ciel
3300,bas
3301,gens
3302,coin inférieur gauche
3303,ciel
3304,garçon
3306,colline verte
3307,visage
3308,toute personne
3309,partie blanche
3310,coin supérieur gauche
3311,verre à bière en bas à droite
3312,crème fouettée sur la plaque arrière la plus à gauche
3313,chose blanche très haut au centre
3315,assiette femme à gauche la plus proche de nous tient
3316,verre de premier plan extrême centre
3317,dame blonde deuxième à partir de la gauche - au-dessus de sa tête
3318,troisième assiette en haut à gauche
3319,première plaque à gauche
3320,bière en bas à droite
3321,troisième plaque à gauche
3322,verre à bière en bas à droite
3323,verre de bière à moitié vide près de la fille de gauche
3324,fond central en verre
3325,première bougie à gauche
3326,flamme sur la bougie la plus proche de la caméra
3327,pointe de bougie couvrant le visage de la dernière personne
3328,parties nues de table
3331,la lumière réfléchie en haut à gauche
3332,la bouteille de soda vide au centre
3333,un verre
3334,plaque bleue troisième à partir du bas
3335,plaque bleue en haut à gauche
3336,verre en bas à gauche
3337,citrons verts
3338,poivrons verts en haut à gauche vers le milieu
3339,à gauche poivrons oranges
3340,trucs noirs coin supérieur gauche
3343,oignons violets à droite
3344,tiges au milieu en haut
3346,en haut à droite
3347,l'ail blanc !
3350,poivrons oranges et rouges à gauche
3352,pommes devant
3353,orange en haut à gauche
3354,poivrons oranges
3355,à gauche poivrons oranges
3358,poivrons orange côté gauche
3360,deuxième lampadaire à partir de la gauche à l'avant
3361,buissons verts au milieu
3362,Maisons
3363,gazon
3365,le poteau lumineux à l'extrême droite
3366,penderie banc vers le bas
3367,ciel bleu
3368,route près du bas
3369,arbres à l'arrière
3370,des nuages
3371,arbre de droite
3372,les gens sur le côté gauche
3373,mec rouge tenant une fille
3374,fille en harnais
3375,des arbres
3376,sol
3377,Lac
3378,montagne
3379,gens
3380,ciel
3381,lit à gauche
3382,la fenêtre
3383,lit avec 2 oreillers
3384,lit à gauche tu sur mtg
3385,le lit à gauche
3386,lit de gauche
3387,sol
3388,lit de gauche
3389,la table de nuit
3390,lit à gauche
3391,lit à gauche
3392,mur à l'extrême gauche
3393,lit de gauche
3394,lit de gauche
3395,lit à droite yo
3396,personne du centre
3397,en haut à droite
3398,fille à l'extrême gauche
3399,trottoir
3400,mec au milieu
3402,personne avec une chemise adidas bleue
3403,fille devant
3404,nuages ​​à gauche
3406,camion à droite
3407,mec à gauche en bleu
3408,homme à droite
3410,porte bleue au bord droit
3412,ciel
3413,femme à gauche en chemise grise avec bandana rouge
3415,des buissons
3416,feuille à la main vert foncé pointu
3417,singe
3418,feuille près du pénis
3419,un singe dans les buissons
3420,feuille recouvrant la jambe droite
3422,montagnes
3423,des nuages
3424,visage
3425,Sur la gauche
3426,ciel
3427,grand arbre à droite
3428,arbre avant
3429,arbre du milieu
3430,au milieu de l'arbre
3431,arbre du milieu grand
3432,milieu de l'arbre
3434,homme du milieu en bleu
3436,peut-être un mec
3438,l'homme le plus à droite à peine visible
3439,bâtiment en haut à droite
3440,homme tout à droite au bord de l'image
3441,homme en chemise rouge à droite
3442,personne à l'extrême gauche
3443,chemin
3444,la personne au milieu
3445,personne à gauche
3446,bouteille
3447,mec au milieu
3448,mec au milieu
3449,femme au milieu
3450,premier gars en ligne
3451,personne tout à droite
3454,personne du centre
3456,fille regardant vers le bas
3457,oiseau au milieu sur la tête des personnes
3458,chapeau rouge
3459,enfant à droite avec chemise rouge
3460,animal blanc
3461,partie en bas à droite de la photo
3462,à gauche la personne hors de vue
3463,oiseau vert à droite
3464,ciel
3465,chapeau sur la fille en bas à droite
3466,coin inférieur gauche vert
3467,personne du milieu assise
3469,ruines
3470,gros nuage au centre gauche
3471,ciel
3472,côté droit avant de la montagne
3474,droite
3476,l'homme à l'extrême gauche
3477,personne du milieu
3478,planche de droite
3479,planche à droite
3480,homme de gauche
3481,planche de droite
3482,planche de surf supérieure
3483,sable
3484,premier gars de gauche
3485,personne la plus à droite
3486,la à droite planche de surf
3487,ciel
3488,planche de surf
3489,personne du milieu
3491,ciel
3492,asphalte
3493,montagne du côté droit
3494,avion
3495,trottoir
3496,imeuble
3497,ciel
3498,arbre de gauche
3499,arbre à droite
3500,plaque de neige en bas à gauche
3501,plaque de neige côté gauche
3502,ciel
3503,cime des arbres
3504,gazon
3505,ville
3506,ciel
3507,l'eau
3508,coin supérieur gauche
3509,drapeau orange à droite
3510,les gens en bas à droite
3512,Le coin inférieur droit
3513,costume
3514,fille en chemise blanche
3515,colline
3516,en bas au centre
3517,ciel
3518,l'eau
3519,arbre
3520,la dame
3521,désolé d'accord
3523,palmier extrême gauche visible
3524,mtg da meilleur palmier avant droit
3525,arbre du milieu à droite
3526,camion à droite
3530,voiture blanche à l'extrême gauche
3531,coin tout en bas à gauche
3533,palmier cinquième en partant de la droite
3534,volkswagon
3536,roue arrière de voiture buggy
3537,demi-voiture à l'extrême gauche
3538,arbre du milieu à droite
3539,ciel
3540,la palmier médiane droite
3542,fourgon blanc au milieu
3543,oiseau
3544,sol
3545,milieu du bâtiment entier
3546,centre de l'écran central du bâtiment
3547,palmier à gauche
3548,mur en haut à gauche
3549,personne avec guitare
3550,femme portant des lunettes
3551,guitare droite
3552,enfant
3553,coin supérieur gauche
3554,terrain avant
3555,foule de gens
3556,tour du bâtiment du milieu
3557,toute personne
3558,tout le monde
3559,bâtiment à gauche
3560,la chose la plus élevée
3561,trottoir avant
3562,l'arbre au milieu
3563,ciel côté droit
3564,bâtiment jaune à droite
3566,sable
3567,nuage
3568,l'eau rencontre le sable
3569,ciel
3570,à gauche l'eau
3571,mec à gauche en blanc et noir
3572,homme à gauche chemise blanche veste noire
3573,le tas de bagages à gauche
3574,chauve à gauche
3575,panneau blanc tout à gauche
3577,la personne la plus à gauche
3578,homme chauve en veste noire
3579,groupe principal de personnes
3580,écran de télévision en haut à droite
3581,rez de chaussée
3582,extrème droite
3585,panneau de l'aéroport en haut à droite
3586,homme à droite
3588,homme avec chemise blanche et veste noire
3589,Le coin inférieur droit
3590,ciel
3591,gros rocher jaune
3592,zone de montagne verte sur la gauche
3593,euh
3594,table à gauche
3595,milieu de chemise rouge
3596,tabouret au milieu
3597,l'homme à la chemise rose/rouge
3598,arbres de fond
3599,les bâtiments au milieu
3600,ciel
3601,petite flaque en bas à gauche
3602,ciel
3603,route pavée
3604,ciel
3605,sable
3606,la statue
3607,groupe de personnes
3608,des arbres
3609,pneu de vélo à l'extrême droite près du coin
3610,coin inférieur gauche
3611,deuxième roue en partant de la droite
3612,vélo rose
3613,main gauche
3614,mec d'extrême gauche
3616,chapeau d'homme
3617,homme au chapeau idiot
3618,mec regardant de la gauche
3619,mec en pull vert avec un chapeau fou
3620,le vieux tout en bas à droite
3621,chapeau jaune à nous
3622,coin en bas à droite
3623,arbres brumeux côté gauche
3625,ciel blanc à gauche
3626,rivière à droite
3627,deuxième arbre en partant de la gauche premier groupe de branches vers le bas
3628,ciel
3629,fenêtre d'extrême droite
3630,voiture de train
3631,fenêtre la plus à droite
3632,fenêtre fermée au milieu
3633,fenêtre avec le gars aux cheveux blancs qui traîne
3634,fenêtre la plus à droite
3635,fenêtre avec homme en blanc
3636,sol en bas à droite
3637,fenêtre d'extrême droite
3638,la fenêtre la plus à droite
3640,en bois
3642,objet marron clair en haut à gauche
3644,rideaux de fenêtre
3645,couverture rose à gauche
3647,chose blanche suspendue
3648,dat lit
3649,troisième fenêtre en bas à droite
3651,route
3652,la fenêtre la plus en bas à droite
3653,la cinquième fenêtre en bas à droite
3654,deuxième fenêtre du haut en partant de la droite
3655,arbre
3656,deuxième fenêtre en bas à droite
3657,bâtiment
3659,fenêtre en haut rangée 4 à partir de la droite
3660,dernière fenêtre à droite en haut
3661,rangée du haut troisième fenêtre à partir de la droite
3663,ciel à droite
3664,première fenêtre en haut du balcon le plus proche à droite
3665,imeuble
3666,plante à l'extrême droite
3667,carreaux en bas à droite
3668,couvercle de bouteille blanc au centre de l'image
3669,la bouteille verte en bas à droite
3670,groupe de personnes
3672,bouteille brune en bas à droite de greenbottle
3673,bouteille d'eau à droite devant
3674,encore en bas à gauche
3675,bouteille brune en bas au centre de la bouteille la plus à gauche
3676,ténèbres
3677,tasse en verre en bas au milieu
3680,la femme tenant le singe araignée
3681,mec à droite
3682,lama
3683,coin supérieur gauche
3684,Dame
3685,rue
3686,en bas près de nous
3687,centre de la rue au premier plan
3688,n'importe où où sont tous ces parapluies
3689,aire ouverte au milieu
3690,rue en bas
3691,ciel
3692,bâtiment
3693,pavé blanc
3694,la rue
3695,rue
3697,bas
3698,animal
3699,les plantes
3700,bâtiment de droite
3701,milieu de la route
3702,bâtiment de gauche
3704,ciel
3705,voiture rouge à droite
3706,ciel
3707,tout en bas à droite
3709,buisson inférieur\
3710,l'eau
3711,carré d'herbe en bas à gauche
3712,personne
3714,tache de sol/terre à l'extrême droite
3715,arbres à gauche
3716,clôture
3717,fond de sable
3718,arbres à droite
3719,la tour
3720,ciel
3721,terrain à gauche
3722,mec en jaune
3723,groupe de personnes à gauche
3724,étage à gauche
3725,étage à gauche
3726,à gauche un espace vide
3727,escaliers
3728,étage à gauche
3729,étage à gauche
3730,étage vide à gauche
3731,tambouriner
3732,des nuages
3734,des nuages
3735,c'est eux
3736,l'eau
3737,ciel
3738,des arbres
3739,visage
3740,ciel
3742,vert
3743,enfant
3745,gens
3746,ciel à droite
3747,zone sablonneuse sale
3748,nuage
3749,arbre à l'extrême droite
3750,ciel à gauche
3751,arbre en haut à droite
3752,coin inférieur gauche
3753,centre de la tache bleue à gauche
3754,zone marine sur le côté gauche
3755,mur bleu à gauche
3756,grosse guitare blanche
3757,le petit violon blanc
3758,violon au milieu
3759,sol
3760,brun
3761,photo à gauche
3762,les personnes
3763,l'herbe à l'extrême droite
3764,ciel blanc au-dessus du bâtiment
3765,le toit du bâtiment
3766,arbres à gauche
3767,arbre à l'extrême droite
3768,herbe à droite en bas à droite
3771,front de sable
3772,bateau le plus proche du premier plan
3774,ciel
3775,n'importe quel coin supérieur
3776,pantalon en bas à droite
3777,fille
3778,devant en papier
3779,siège rouge à droite
3780,bouteille de coca à gauche
3782,fleur
3783,nappe de table
3784,première fenêtre
3785,ciel
3786,l'eau
3787,donc n'importe quelle partie du lac aux araignées
3789,zone d'aspect sale au milieu
3792,n'importe où sur l'arc
3794,ciel sous des nuages ​​blancs
3796,centre de nuage
3799,ciel
3800,première fenêtre bleue à gauche
3801,troisième fenêtre en partant de la gauche
3802,troisième fenêtre en partant de la gauche
3803,deuxième fenêtre verte à droite
3804,rue
3805,troisième fenêtre en partant de la gauche
3806,fenêtre bleue à gauche
3807,fermer le coin supérieur gauche ciel blanc
3808,la fenêtre bleue la plus à gauche
3809,demi-porte bleue
3810,mur de briques côté droit
3812,ciel
3813,ciel en haut à gauche
3814,ciel
3815,deuxième bâtiment en partant de la gauche
3816,groupe de personnes à gauche
3818,personne en bas à gauche
3820,bâtiment jaune
3821,église
3822,parapluie sur route
3823,escaliers
3824,route
3825,mec en noir en bas à gauche
3826,Ouais
3827,grande bouteille sombre avec bouchon noir
3828,bouteille jaune au milieu en bas
3829,la bouteille noire sous l'homme en chemise rayée bleue à gauche
3830,première grande bouteille brune à partir de la gauche
3831,gens
3832,bouteille avec un liquide marron à l'extrême droite
3833,bouteille noire en bas à gauche
3834,bouteille sombre gauche
3836,oiseau
3837,oiseau
3838,oiseau
3839,désolé herbe avant
3840,oiseau
3841,la plante en bas à gauche
3842,oiseau
3844,milieu de faucon
3845,"en bas à gauche ""plantes"""
3846,Haut
3847,herbe en bas à gauche
3848,en bas à droite
3849,lacets d'arbres en haut à droite
3850,bicyclette
3851,milieu extrême gauche
3853,milieu du bâtiment
3854,l'arbre
3855,sol blanc
3856,jette un coup d'œil
3857,centre droit
3858,ciel en haut à gauche
3859,marches à gauche
3860,coin supérieur droit
3861,rochers plus hauts côté droit
3863,nuages ​​sombres en haut à gauche
3864,herbe en bas à droite
3865,chapeau rouge tout à droite
3866,lumière orange
3867,ballon blanc à droite
3868,chose bleu clair sur la partie jaune du mur le plus à gauche
3869,la fenêtre
3870,ballon vert à gauche
3872,la flèche dans la paroi latérale gauche
3874,tableau noir
3875,gens
3876,ballon inférieur vert à la main de l'homme
3877,ballon blanc près du vert
3878,le plafond du haut à gauche vers le haut à droite avec les deux ballons bleus
3881,mur jaune
3882,ballon rose à gauche
3883,ballon bleu à droite suspendu au plafond
3884,chose verte sur les fenêtres à gauche
3885,ballon blanc près du vert
3887,pigeon
3889,le bâtiment
3890,gazon
3891,arbre à gauche
3892,tache de vert sous le haut du palmier à l'extrême droite
3893,Fontaine
3894,palmier à droite
3895,deux oiseaux à gauche
3896,drapeau des Etats Unis
3897,drapeau à gauche
3898,ciel
3899,l'eau
3900,petit rocher le plus à droite
3901,lol troisième petite île à droite
3902,ciel
3904,colline
3905,plante avant gauche
3906,tigre
3907,le coin supérieur droit
3909,montagnes au milieu
3910,palmier à gauche
3911,gazon
3912,ciel
3914,plage
3915,palmier le plus proche
3916,milieu de l'arbre
3917,sol
3918,n'importe qui
3919,ciel en haut à droite
3920,arbre
3922,toit
3924,océan
3925,ciel
3926,la zone sur les murs
3927,fenêtre à droite
3929,rideau de forme carrée
3930,lit
3931,rideau noué
3932,sol
3933,des arbres
3934,personne en blanc
3935,n'importe quel étage
3936,sol par personne
3937,"c'était déroutant d'accord, cliquez sur la chemise rouge"
3938,en haut au milieu
3939,plus haute
3940,pont
3941,en haut au centre de la photo
3942,centre supérieur
3943,en haut au milieu
3944,le plafond du pont avec un motif croisé
3947,2 personnes au centre de la photo
3950,femme en marron à droite
3951,coin inférieur gauche vraiment centre commercial
3952,milieu de ciel bleu
3953,juste les pigeons à gauche
3954,arbre au centre droit
3955,bâtiment
3957,statue
3958,des nuages
3959,le coin supérieur droit
3961,arbre à gauche
3962,coin inférieur gauche de la chaussée
3963,"arbre du milieu"" cliquez au milieu !"
3965,gros bâton
3966,tête d'ours
3967,rochers à l'extrême gauche au milieu
3968,fille
3969,visage
3970,deuxième chaise en partant de la gauche
3971,espèce de petit buisson ou arbre à gauche
3972,le gars de la chaise est à droite
3973,dame à droite
3975,table blanc
3976,coin inférieur droit
3977,les gens à droite
3978,arbre à droite
3979,les gens à droite
3980,chaise à droite
3981,chaise droite
3983,la famille à droite
3984,chaise blanche à l'avant en bas à droite
3985,les personnes à droite
3986,chaise vide
3987,homme droit
3988,personnes assises à gauche de la table
3990,l'un des bateaux de fond
3991,l'eau
3992,avant de bateau
3993,très bas
3994,buissons à l'arrière sur rt
3995,la fenêtre de l'écoutille gauche du bateau sur lequel ils se trouvent
3996,gens
3997,ciel
3998,bas de l'image
3999,bateau en arrière-plan
4000,bouée rouge sur laquelle ils sont assis
4001,chose rouge sur laquelle ils sont assis
4002,personne plus loin à gauche
4003,herbe en bas à gauche
4004,vélo tombé
4005,vélo sur herbe
4006,vélo de gars avec une chemise bleue face à la caméra
4007,vélo du gars en bleu regardant loin
4008,mec à droite
4010,vélo de côté
4011,vert
4012,premier vélo
4013,chaussée
4014,chemise de vélo bleu clair
4015,motard en violet
4016,le groupe de personnes à l'arrière
4017,vélo le plus à droite
4020,saleté à gauche
4021,nuage à gauche
4022,motard
4023,seulement 4 u vélo seulement
4024,bicyclette
4026,en bas à gauche au milieu
4027,ciel bleu
4028,terre battue
4029,moooooon
4030,verdure très top
4031,t-shirt bleu
4032,mec en bleu
4033,pâle
4034,haut de l'image
4035,clôture sur vache
4037,fille
4038,carré d'herbe à l'extrême droite au centre
4039,sable
4040,maison jaune
4041,groupe de personnes
4042,colline
4043,ciel
4044,fourgon rouge
4045,bas de l'image
4046,gazon
4047,seul bâtiment à droite
4048,cabane d'extrême gauche
4049,arbres de loin
4050,petit pont sur l'eau
4051,l'eau
4052,ciel
4053,hutte du milieu
4054,bureau à gauche
4055,table en bas à gauche
4056,en bas à droite
4057,fille
4058,étage droit
4059,personne en noir
4060,personne au centre à droite
4061,sol blanc
4062,court de tennis () au milieu
4063,des nuages
4064,poudre fraîche
4065,personne en rouge
4066,gens
4067,visage de femme à droite
4068,visage d'homme à gauche
4069,premier visage de femme en partant de la gauche
4070,visage à droite
4071,livre ouvert à droite
4072,centre de sol en losange
4073,livre à droite ouvert
4074,le livre ouvert à droite
4075,sol en diamant
4076,livre ouvert à droite
4077,livre de peinture qui est ouvert devant à droite
4078,livre fermé sur support à gauche
4079,fille
4080,chemise blanche à droite
4081,d'accord donc l'homme debout écrasant les araignées
4082,dame à droite
4083,dame à droite
4084,ciel
4086,cliquez sur le coin inférieur droit
4088,femme droite
4089,t-shirt rouge
4091,la femme
4092,nana dent de l'espace
4093,visage
4094,ciel enneigé avec ligne électrique
4095,maison gauche
4096,personne
4097,sol
4098,l'eau
4099,en haut à gauche
4100,colonne tout à droite
4101,n'importe quel bâtiment
4102,gens
4103,photo à droite
4105,plafond
4107,gens
4108,peinture à gauche
4109,table
4111,plafond
4112,imeuble
4113,personne d'extrême gauche
4114,dame à l'extrême droite
4115,assis sur les marches
4116,imeuble
4117,les escaliers
4118,perles marron côté droit
4119,chaînes
4120,bâtiment à droite
4121,ciel
4122,bâtiment blanc à droite
4123,petit gratte-ciel gauche
4124,milieu des bâtiments
4125,bâtiment blanc à droite
4126,bâtiment le plus à droite
4128,homme de gauche
4131,porte d'autobus
4136,troisième personne en partant de la gauche
4137,porte d'autobus
4139,ciel à gauche
4140,le foie le plus à droite du ciel
4141,la porte du bus dans l'espace le plus à droite
4143,homme au milieu seul
4144,chapeau de fille loin legt
4145,n'importe quelle chica
4148,chapeau rouge à droite
4149,chapeau de personnes âgées - milieu
4150,ciel blanc
4152,le mur blanc sur les côtés
4156,personnes
4157,mec debout à gauche
4158,veste avirex usa
4159,veste bleue homme
4161,mec assis
4162,ciel
4163,mec à droite
4164,sol en bas à droite
4165,l'homme debout à droite
4166,personne à droite
4167,ciel
4168,troisième personne aux droits vélo
4169,roue arrière du vélo sur lequel le short kaki est
4170,gravier en bas à droite
4171,vélo au milieu
4172,vélo au sol à droite
4174,vélo droit couché
4175,ciel
4176,roue de vélo arrière du mec deuxième en partant de la gauche
4177,vélo le plus à gauche
4178,deuxième vélo en partant de la gauche
4179,deuxième vélo à gauche (roue arrière)
4180,du short rouge 2 personnes par dessus
4181,mec tenant les bras taille/gauche
4182,personne la plus proche de la caméra
4183,les gens jusqu'à la droite
4184,montagne
4185,vélo avant près du coin gauche
4186,mec en chemise noire au milieu
4187,coin supérieur gauche
4189,arbre
4190,eau au fond
4192,papier sur tableau noir à droite
4194,rangement sur le mur du fond
4195,rouge au milieu
4196,coin supérieur gauche
4198,section blanche tout en bas à gauche par le livre jaune
4199,papier blanc sur le bureau en bas à gauche
4200,sac à dos prenant place au bureau le plus proche
4201,zone blanche sur le bureau en bas à gauche
4202,fille gauche haut blanc
4203,"fille, bleu, deuxième rangée, tête dans le bureau"
4204,carreaux de sol de la salle de classe
4205,livre blanc avant gauche près du livre jaune
4206,bureau avec des filles tête dessus
4207,affiche de gauche au tableau au fond à droite
4208,mur jaune au fond
4211,chapeau vert à gauche
4212,fille la plus à gauche avec du jaune
4213,mur bleu à droite
4214,le garçon au premier plan avec le chapeau vert et la chemise noire
4215,livre jaune en bas à gauche
4216,retour tableau qui n'est pas les papiers
4217,les enfants bleus sont partis
4218,les enfants à l'arrière sur le côté droit
4219,coin inférieur droit du sol
4220,le sac vert dans le main du garçon
4221,hein nuage
4222,ciel bleu
4223,herbe au fond
4224,gazon
4225,des nuages
4226,arbre à gauche
4227,bâtiment à droite
4228,chemise jaune
4229,ciel supérieur
4230,mur blanc
4231,haut de rideau droit
4232,Le coin inférieur droit
4233,gens
4234,ciel
4236,maison gauche
4237,voiture
4238,les gringos bizarres
4239,chemin de brique
4240,mur
4241,herbe sur rt
4242,arbres en bas à droite
4243,eau près du milieu
4244,groupe
4245,ciel
4246,volcan
4247,trucs sur le sol devant le bord inférieur de la photo
4248,petite parcelle d'herbe qui est ombragée sur la gauche
4250,rocher sombre en bas à gauche
4252,le feu
4253,Feu
4254,personnes
4256,des arbres
4257,premier gars à l'avant gauche
4258,gars du côté gauche avec des mots sur la manche
4259,l'eau
4260,Ouais
4261,radeau se dirigeant vers l'avant
4262,putain de ciel
4263,radeau de gens plus loin
4264,ppl à l'extrême droite
4265,herbe à droite
4266,centre supérieur
4267,route
4268,bicyclette
4269,homme
4271,route
4272,chapeau de mec le plus proche de nous
4274,3 hommes côté droit
4275,ciel au sommet
4276,les dunes à l'arrière
4277,montagnes
4278,bouteille d'eau en bas à gauche
4280,homme avec chapeau à gauche
4282,chemise marron milieu
4283,sol
4284,roche sur lequel le mec est assis
4285,partie la plus sombre de la saleté près du genou nu de l'homme et du gars en chemise blanche
4286,pilier gauche
4287,marches
4288,vert en haut
4289,groupe de grandes fleurs rouges
4290,buissons en bas à gauche
4291,poste à droite
4292,ciel
4293,imeuble
4294,la voiture tout à droite voit à peine
4295,bâtiments blancs sur le bord droit
4297,la route
4298,zone de trottoir en bas à gauche
4299,panneaux
4300,très petite parcelle d'herbe / mauvaises herbes à l'extrême droite pointant dans la même direction que la route juste à côté de la route
4302,route
4303,ciel n'importe où
4304,montagnes enneigées blanches à l'arrière
4305,ciel
4307,un gars avec un chapeau
4308,bas
4309,âne mignon
4311,ciel
4312,chapeau de femme
4313,centre supérieur
4314,le chapeau court des filles
4315,visage de mec
4316,mec
4318,gens
4319,le mec
4321,la fenêtre
4322,chapeau
4323,personne en gris
4324,chapeau d'enfant
4325,chapeau de dame
4326,siège bleu
4327,eau en bas à gauche
4328,ville à gauche au premier plan
4329,haut du ciel
4330,la grande bande de plage
4331,vert
4332,en bas à gauche
4333,ciel en haut à gauche
4334,eau en haut à gauche
4335,le bâtiment
4336,centre de l'arbre
4337,en bas à droite
4338,côté droit du bâtiment
4339,voiture en bas à droite
4340,trottoir
4341,ciel
4342,avec des lumières
4343,les gens sur le trottoir
4344,voiture
4346,ciel
4347,haut de pierre ouverture à gauche
4349,sol en bas à gauche
4350,les plantes
4351,sol
4352,ciel
4353,haut du ciel
4354,arbre
4355,la chèvre à l'avant
4356,montagne
4357,bas à gauche
4359,animal en haut à droite
4360,personne
4361,table
4362,la tasse à café beige au centre de la table
4364,Haut
4365,chose bleue tout au fond
4367,bouteille à gauche tenue par une femme avec du bleu foncé
4368,le gars au fond de la table
4369,toute personne sauf la plus en arrière
4370,en haut à gauche
4371,bouteille rouge
4372,clôture
4374,panneaux
4375,camion bleu
4376,ciel en haut à droite
4377,bicyclette
4378,au sol avant gauche
4379,personne
4380,église
4381,ciel
4382,petite maison à l'arrière
4383,arbre à gauche
4384,eau la plus à gauche
4385,sable
4386,le parapluie le plus à droite
4387,bâtiments à droite
4388,parapluie blanc au centre
4389,l'eau à l'extrême gauche
4390,paysage urbain sur le côté gauche
4391,ciel
4392,la montagne la plus proche sur la gauche
4393,sable
4394,la partie supérieure du signe
4395,ciel
4396,montagne/gauche
4397,colline
4398,ciel à gauche
4400,cascade
4401,ciel
4402,coin inférieur gauche
4403,centre
4404,ciel en haut à gauche
4405,homme à gauche en pull beige
4406,autobus
4407,gars rouge au milieu
4408,autobus
4409,les 2 personnes tout à droite
4410,ciel
4411,sol en bas à droite
4412,personne avec veste/chemise bleue et pantalon kaki
4413,buissons à gauche
4414,ciel
4416,montagnes
4417,eau à droite dans la piscine
4418,roche à droite
4420,cascade
4421,ciel blanc
4422,groupe de gauche
4423,des arbres
4424,les gens à droite
4426,n'importe quelle partie de la table
4427,plaque avant gauche
4428,homme en tête de table
4429,mec à gauche en chemise noire
4430,rangée de 4 personnes à gauche
4431,le plat le plus à droite
4432,bol jaune sur table
4434,chemise grise gauche
4435,bol rouge et bleu sur le dessus de la table
4436,homme en noir en bas à gauche
4437,première personne côté rt
4438,fille à droite avec chemise rouge
4439,personne en noir devant gauche
4442,tableau
4444,bureau de petite fille en bas au milieu
4445,livre ouvert au milieu
4447,livre du milieu
4448,coin inférieur gauche du bureau
4450,livre de violet
4452,papier blanc en bas à gauche
4453,livre ouvert milieu au fond
4455,coin supérieur gauche
4456,quel que soit ce truc néon verte par les femmes à l'arrière
4457,papier à l'extrême gauche
4458,bas/milieu du livre
4460,avec du papier bleu
4461,gens
