	refexp
2539	corn
2540	white hat
2541	foodstuffs
2542	corn
2543	corn in front
2544	wall
2545	magazine with blue writing
2546	the cup near the glass
2547	sexy lady
2548	the paper the man is holding
2549	blue book near girl
2550	blue book on table
2551	glass of water in the middle
2552	back of woman's chair
2554	magazine left
2555	windows
2556	blue book
2557	white blue and yellow
2558	man
2559	bottom
2562	guy pie in face
2564	wall or window
2565	man middle
2566	green in front
2567	guy with cake on face
2568	cake boy
2569	nose of girl holding cake
2570	bottom of the picture
2571	table on the bottom
2572	botom green
2573	guy in the middle
2574	cake
2575	the thing that is in the bottom right corner
2576	green table
2577	gap shirt
2578	table bottom
2579	anything but sky
2580	sky
2581	rt 
2582	sky
2583	stair rail
2584	any part of ground
2585	people
2586	statue boobs
2587	boys head
2589	snowy mountains
2590	white hat
2591	rocks
2592	person
2593	water
2594	sky
2595	person on bike
2596	bush far left
2597	bike
2598	grass left side
2602	fartherst right tree/bush thing
2603	bike
2604	sky
2605	trees near butt
2606	her watch
2607	penis rock
2608	sand bottom left 
2609	sky 
2610	lady
2611	sky
2612	water bottom
2613	trees in back
2614	face
2615	botton
2616	water
2617	mountain
2618	sky
2619	sky at top of pic
2620	bottom
2621	sea in middle
2622	far left white 
2623	top left corner
2625	anyone
2626	the hefty lady on the left in the background with the purplish shirt
2627	facade of building
2629	floor lower left
2631	buildings on the right background 
2632	nice the building on the left 
2633	the woman in the red shirt
2634	upper right tree
2636	ground
2638	far left person
2639	building in center of background
2640	guy and black jeans blue shirt holding white coat
2641	sky around the buildings on the left
2642	kid yellow shirt
2643	girl in black tree she is looking at
2644	middle standing person
2646	3rd person from left
2647	darker building left side
2648	sidewalk area
2649	sky
2650	top of street lampo right top corner
2651	tree in the background either one
2652	guy wearin 3
2653	people right
2654	building left
2655	building far left
2656	white van on left
2657	the building on the right
2658	tiny part of blue car on right
2660	sky
2661	left part of the little wall
2662	wall left
2663	buildings
2664	the people
2665	rightmost water
2667	concrete sidewalk
2668	water left
2669	middle
2670	woods lining creek
2671	trees right
2672	sky
2673	the rock of death
2674	anywhere on the ocean
2675	the closed double doors on back
2676	picture on left
2677	lamp
2678	rug
2679	tan couch
2680	coffee table center
2681	water
2682	the fog at the top
2683	mountain
2684	ship in middle
2685	bottom half dirt
2686	any of the people
2687	cloouds
2688	mountain left side
2689	monument
2690	ground
2691	the helicopter
2692	sky
2693	sky
2694	the water
2695	sand in the front
2696	umbrella
2697	sky
2698	white house thing in the background on the right
2699	right hill
2701	kid
2702	right side at the bottom
2703	green area left to the man
2704	big guy in front
2705	turtle
2707	turtle
2709	turtle
2710	turtle
2711	sky™
2712	2nd  pillar from left
2713	building
2714	steps on right
2715	short palm bush in the front center
2716	bottom left grass
2717	anywhere on the building
2718	right column
2719	red ground bottom right
2720	left tree
2721	second full arch column from right
2722	sky
2723	anywhere on building
2724	the truck with the blue stripe
2725	white truck green line
2726	person in the parking lot
2727	tree on the top right
2728	front white truck
2729	car black in corner 
2730	top left car
2731	street
2732	building
2734	brown suv in back
2735	maroon car at boottom
2737	car on right middle
2738	sky
2741	water bottle up in front by man in white
2742	white light left side small one
2743	light on the right in the back
2744	the front right light bulb
2746	top left light
2747	people
2748	sky
2749	wall right
2751	bed
2752	people
2753	waterfall
2754	top right corner
2755	people
2756	any
2757	the gren rock in the middle bttm
2758	bottom right corner
2759	person on see saw
2760	trees near roof
2761	the roof of the building
2763	ground far bottom
2764	people on the right half
2765	middle truck with folded tarp on back
2766	person on bike
2767	right-ish truck
2768	green white truck
2770	water on the right in the middle
2771	gravel
2772	biker
2773	sky
2775	street
2776	flowers on table
2777	chair bottom center
2778	curtain
2779	fabric on table
2780	middle chairs nearest couch
2781	pink flowers 
2782	wall on rt
2783	front left table leg
2785	the chair at the far end of the table
2786	sofa
2787	leftmost chairs
2788	monitor
2789	table beside tv with flowers on it
2791	blank wall left
2793	bottom right corner
2795	rocks
2796	sky
2797	bushes bottom
2798	man face
2799	drink
2800	big face on left middle
2801	the drink on the bottom left
2802	girl on far right
2803	hand holding the glass
2804	group on right
2805	middle shake 
2806	cup on left bottom
2807	tower
2810	sky
2811	the building
2812	grass
2813	road area
2814	tower left side
2815	castle
2816	sky 
2817	fountain
2818	any of the people on the stairs
2819	the sky
2820	people
2821	the steps into plane
2822	bottom left
2823	people
2824	loading people
2825	front man
2826	plane
2827	dirt in lower left
2828	people
2832	rocks
2833	sky
2834	backpack right
2837	tall grass near bottom
2839	green gras to the left
2840	top left
2841	grass
2842	sky
2843	trees
2844	dark area at the top of the water at the right
2845	green stuff
2846	waterfall on left top
2847	waterfall on left
2848	far left waterfall
2849	top left sky blue only
2850	water fall upper left side
2851	water at bottom
2852	water fall left
2853	falls left
2856	left waterfal
2857	waterfall top left
2858	righ tside falls
2859	clouds
2863	curtain
2864	whatevers on night stand
2866	floor left side
2867	window
2868	bed
2869	third flamigo left to right
2871	top right trees
2872	bushes right
2873	left one
2874	bird all the way on lower-right chopped off
2875	the third swan
2876	rightmost right looking bird
2877	bird on bottom right
2879	trees upper right
2880	top right
2881	bird on left in front
2882	green area top right
2883	flamingo second from left
2884	3rd bird from left
2885	trees right
2887	the entrance door to the church
2888	road
2889	the whole building
2890	upper part of building on left
2891	road just road
2892	right tower
2893	sky
2894	white water
2895	bush front center very bottom
2896	clouds
2897	stand alone rock
2898	hand on right side (normally left hand)
2899	woman
2900	top
2901	the woman chillin' on the far left
2906	hanging plant at the bottom of the first floor
2907	little tree on very far left 2nd floor
2909	far right plant in planter just the plant
2910	the ivy covered pillar in the center
2911	white wall middle
2912	white wall middle edge right
2914	middle green pole
2915	pot in the middle
2916	middle white wall on right
2917	pictuplant pot thing in middlere
2918	small flower pot far right
2919	upper left corner 
2920	second person from the left
2921	2nd woman at 1st table on left
2922	window on right side
2923	middle pillar 
2924	green pole on right
2925	yellow tablecloth either one
2926	the lamp hanging down from ceiling on thr right middle
2928	weird looking roof
2929	left green pole
2930	center
2932	bottom right column
2933	center post covered in vines 
2934	center grass pillar
2935	backpack
2936	man with the hat on
2937	dark thing low left
2939	left water
2940	tree
2941	black botle on the left
2942	upper left green
2943	man without a hat
2944	left building windows
2945	car on left closest to you
2946	bldg left
2948	sky
2949	street pavement leftish
2950	the bottom right sidewalk
2951	left side of picture building
2952	clouds
2953	reebok
2954	building left side towards the back
2955	bottom snow
2956	water
2957	sky
2958	anywhere
2959	dirt 
2961	people
2962	trees
2963	guy right
2966	yellow hat
2967	sky
2968	trees right
2969	top left
2970	cloud upper right
2971	the flag itself
2972	flaag
2973	rock on left
2974	flag
2975	flag
2976	bottom right corner
2977	people
2978	flag
2979	flag
2980	top middle
2982	white building closest to us
2983	cloud on very top of pic
2984	top right sky
2985	yep
2986	lower building on right
2988	window on second floor to the left that is open
2989	bottom left window white building
2991	middle big bird
2992	bottom
2993	bird on left
2994	birds 2 right
2995	right night table
2997	left lamp
2998	lamp on right
2999	night stand left
3000	bed 
3001	walls
3002	curtains
3003	floor
3004	lamp on right
3005	anywhere in middle
3006	middle
3007	any of these fruit things
3008	fruits
3009	all the fruit
3010	cherries
3011	any people
3013	cage thing on left
3014	buildings on right
3015	sky 
3017	red structure
3018	wall post by bench on the left
3019	ground in front
3021	left background mountain
3022	clouds
3023	green graasy area rgt bottom
3024	large mountain on right
3026	left corner bottom
3028	middle bag
3029	the dog
3030	yellow bag farthest left
3031	dog
3032	lantern top far left 
3033	kids
3034	yellow bag front 3rd from left
3035	the dog
3037	yellow bag front left
3038	dog
3040	kid in the shirt with the single stripe going across it
3041	center kid's yellow lantern
3042	second yellow bag from left
3044	center-ish gray wall
3045	top left side
3048	yello and white bag on left
3049	center yellow bag the center guy is holding with his left hand
3050	left most guys bag
3051	dog
3053	lantern orange border by middle window
3054	3rd yelllow bag in front row
3055	orange and white lantern middle top
3056	third from left in front yellow object
3057	hanging bags top right
3058	black dog
3060	dog
3062	board
3064	woman on right
3066	mirror
3067	man
3068	the mirror 
3069	desk by red folder
3070	wall
3071	red book
3072	window
3073	opening
3074	mirror/window
3077	large rocks on left click the one in the middle (2nd one in)
3079	child
3080	sky
3081	mountain
3082	rock on far left - halfway off screen
3083	person on rt
3084	bottom left sand
3087	foregroun
3089	the bush to the left
3090	sky top right
3091	sky upper right
3092	top right sky
3093	top right sky
3094	tree on far right
3095	bushes middle right with snow
3096	top right sky
3098	man
3100	orange shirt
3101	humans
3102	lef corner
3103	steps
3104	yellow shirt
3105	middle guy
3106	dark green area top right
3107	the grass on lower left
3108	right person
3109	middle person
3110	far right corner sky
3111	dark green bushes top right
3113	grass bottom
3114	bldg
3115	clouds in sky
3116	blue sky upper right
3120	bottom left corner
3121	white shirt with design n back
3122	green hill in top right
3123	2nd person from the left
3124	water on far right far right
3125	man in brown
3127	ground
3128	person on left
3130	sky
3132	guy on right
3133	man writing on back
3134	guy in white wearing a hat
3136	ground
3137	the people
3139	ugh the shrub at the feet of the first chick from the left who is standing up
3140	the green thing by the sitting guy in the blue shirt
3141	mountain
3142	mountains in back
3143	sky
3145	art on the wall
3147	kid in blue
3148	white wall
3149	the boy who is sitting furthest right's blue backpack
3151	hat on desk
3152	very far left brown desk
3153	cap on middle table
3154	boy ceter blue shirt talking to man
3155	boy on far left white and orange shirt
3156	kid in blue lookin at what dudes doing
3157	the desk the man in black is sitting at
3158	desk of man
3159	kid very left white shirt with red trim
3160	left most brown desk
3162	table  that looks like touching the head
3163	brown desk middle left side of pic
3164	man in black tshirt
3165	blue shirt kid farthest back center
3166	kid to the left red and white shirt
3167	person to far left with glasses
3168	left most kid in white
3170	boy furthest to right
3171	he is laughing
3173	the boy with his eyes visible on the bottom left
3174	book on desk over the head of the boy looking at us lower edge
3177	kids grouped together on left top
3179	desk left brown
3180	desk far left brown
3181	bown desktop all the way leftm
3182	girl in pink  back wall 
3183	boy in blue in the middle with the teacher
3184	kid back rightside
3185	sky on left
3186	field left
3187	front kid
3188	people right
3189	sand bottom of pic
3190	the woman in the grey tank topp and capris
3192	white sky top far left
3194	green bottom right
3195	mountain way in background
3196	backpack all the way left
3197	blue/white cooler
3198	buildings
3199	sand
3200	water
3201	sky
3202	darkest man right
3203	people left
3204	person second from the right
3205	the sky
3206	fence left
3207	far rt person
3208	any 1
3209	ice
3210	ground
3211	fence right
3212	dude bending over
3213	van
3215	leaves on rt
3216	sky
3217	dirt road
3218	man
3219	trees in the back
3220	sand
3221	water anywhere
3222	road
3223	sky
3224	right tree
3225	bottom right grass
3226	ground bottom right
3227	sky
3228	big brown rock left
3229	left plank
3230	rocks
3231	white area center
3233	lg rock left
3234	the middle dark area
3235	rock left
3236	boat*
3237	left big rock
3238	picture on right
3239	quilt
3240	left top corner
3241	curtains
3242	headboard
3243	picture on left
3244	large mountain side top right
3245	wall left
3247	white sky top left
3248	far right rees
3249	dirt onthe bottom
3250	man on right
3251	mountains far right
3252	far right green water
3254	left most person
3255	water on the left
3256	sky
3257	mountain on the left
3258	anyone
3259	rock in front lower left
3261	flag to the front
3262	middle flag
3263	third flag to the back
3264	sky
3265	bottom right corner
3266	whatever is by the tree on right front side of screen
3267	tree trunk far right
3268	osterich on the right
3269	grass middle
3271	giraffe
3272	anywhere middle
3273	grass
3274	the bright cloud on the top
3275	far right person
3277	bikes in the middle
3278	trees right
3279	upper left
3280	road
3281	the two people in middle she's in pink jacket
3282	grp of people left
3283	sky
3284	bottom left corner
3285	purple shirt lady's hat she's holding it
3286	trees
3287	stone wall
3288	hat on purple lady's lap
3289	sky on left
3290	any 1
3291	ground bottom right
3294	guy
3295	camera
3297	click on that sexy dirt at the bottom
3298	mountain
3299	sky
3300	bottom
3301	people
3302	lower left corner
3303	sky
3304	boy
3306	green hill
3307	face
3308	any person
3309	white part
3310	top left corner
3311	beer glass bottom right
3312	whipped cream on the furthest back plate on the left 
3313	very top center white thing
3315	plate woman on left closest to us is holding
3316	middle extreme foreground glass
3317	blonde lady second from left -- over her head
3318	third plate up on left
3319	first plate on left
3320	beer bottom right
3321	3rd plate on left
3322	bottom right beer glass
3323	half empty glass of beer near left girl
3324	glass middle botton
3325	1st candle on left
3326	flame on candle closest to camera
3327	tip of candle covering last person face
3328	bare parts of table
3331	the reflected light in top left
3332	the empty soda bottle in the center
3333	glass
3334	blue plate 3rd from bottom
3335	top blue plate on left
3336	glass bottom left
3337	limes
3338	green peppers top leftish side towards middle
3339	orange peppers left
3340	black stuff upper left corner
3343	purple onions on the right
3344	stalks in the middle at the top
3346	top right
3347	the white garlic!
3350	orange and red bell peppers on the left
3352	apples in front
3353	orange top left
3354	orange peppers
3355	orange peppers left
3358	orange peppers left side 
3360	second lampost from left up front
3361	middle-ish green bushes 
3362	houses
3363	grass
3365	the light post on far right
3366	bench closet to the bottom
3367	blue sky
3368	road near bottom
3369	trees in back
3370	clouds
3371	right tree
3372	people on left side
3373	red guy holding girl
3374	girl in harness
3375	trees
3376	ground
3377	lake
3378	mountain
3379	people
3380	sky
3381	bed left
3382	the window
3383	bed with 2 pillows
3384	bed on left  u on mtg
3385	the bed on the left
3386	left bed
3387	floor
3388	left bed
3389	night stand
3390	bed on left
3391	bed left
3392	wall on far left
3393	left bed
3394	left bed
3395	right bed yo
3396	center person
3397	top right
3398	girl on far left
3399	sidewalk
3400	guy in middle
3402	person with blue adidas shirt
3403	girl in friont
3404	clouds on left
3406	truck on right
3407	guy on left in blue
3408	man on right
3410	blue door to the right edge
3412	sky
3413	woman on left in gray shirt with red bandana
3415	bushes
3416	leaf by the hand dark green pointy
3417	monkey
3418	leaf near penis
3419	a monkey in the bushes
3420	leaf covering right leg
3422	mountains
3423	clouds
3424	face
3425	on left
3426	sky
3427	large tree on right
3428	front tree
3429	middle tree
3430	mid tree
3431	middle tree big
3432	tree middle
3434	middle man in blue
3436	might be a dude
3438	man farthest right barely visible
3439	top right building
3440	man far right at edge of picture
3441	man in red shirt on right
3442	 person on far left
3443	path
3444	the person in the middle
3445	person on the left
3446	bottle
3447	guy in middle
3448	guy in middle
3449	woman in middle
3450	1st guy in line
3451	person all the way to the right
3454	center person
3456	girl looking down
3457	bird in the middle on persons head
3458	red hat
3459	child at right with red shirt
3460	white animal
3461	bottom right portion of pic
3462	left person out of view
3463	green bird on the right
3464	sky
3465	hat  on girl on right bottomish
3466	bottom left corner green
3467	middle person sitting
3469	ruins
3470	big cloud in center left
3471	sky
3472	mountain front right side
3474	right
3476	man on the far left
3477	middle person
3478	right board
3479	board on right
3480	left man
3481	right board
3482	top surf board
3483	sand
3484	first guy from left
3485	right most person
3486	the right surf board
3487	sky
3488	surfboard
3489	middle person
3491	sky
3492	asphalt
3493	wiright side mountain
3494	airplane
3495	sidewalk
3496	building
3497	sky
3498	left tree 
3499	tree right
3500	patch of snow left bottom
3501	patch of snow left side
3502	sky
3503	trees tops
3504	grass
3505	city
3506	sky
3507	water
3508	top left corner
3509	orange flag on right
3510	people bottom right
3512	bottom right corner
3513	suit
3514	girl in white shirt
3515	hill
3516	bottom center
3517	sky
3518	water
3519	tree
3520	the lady
3521	sorry right
3523	palm far leftvisible
3524	mtg da best palm tree front right side
3525	middle tree on right 
3526	truck right
3530	white car far left
3531	very bottom left corner
3533	palm tree 5th from right
3534	volkswagon beatle
3536	buggy car back wheel
3537	half car on the far left
3538	middle right tree
3539	sky
3540	the middle right palm
3542	white van in the middle
3543	bird
3544	ground
3545	whole building middle
3546	center of building middle screen
3547	palm tree left
3548	top left wall
3549	person w guitar
3550	woman wearing glasses
3551	right guitar
3552	child 
3553	top left corner
3554	front ground
3555	crowd of people
3556	tower of middle buidling
3557	any person
3558	all people
3559	building on left
3560	the highest thing 
3561	front sidewalk
3562	the tree in middle
3563	sky right side
3564	yellow building to right
3566	sand
3567	cloud
3568	water meeting sand
3569	sky
3570	water left
3571	guy on left in white and black
3572	man on the left white shirt black jacket
3573	the pile of luggage on the left
3574	bald guy on left
3575	white sign all the way left 
3577	the person furthest left
3578	bald man in black jacket
3579	main group of people
3580	tv screen top right
3581	bottom floor
3582	far right
3585	airport sign top right
3586	man on right
3588	man with white shirt and black jacket
3589	bottom right corner
3590	sky
3591	yellow big rock
3592	green mountain area on left
3593	eerr
3594	table left
3595	red shirt middle
3596	stool in middle
3597	the man in the pink/red shirt
3598	background trees
3599	the buildings in the middle
3600	sky
3601	small puddle lower left
3602	sky
3603	cobble stone road
3604	sky
3605	sand
3606	the statue
3607	grp of people
3608	trees
3609	bike tire on far right near corner 
3610	bottom left corner
3611	2nd wheel from right
3612	pink bike
3613	left hand 
3614	guy far left
3616	mans hat
3617	man in silly hat
3618	guy staring from the left
3619	guy in green sweater with crazy hat
3620	the old guy at the very bottom right
3621	yellow hat back to us
3622	bottom right hand corner
3623	foggy trees left side
3625	white sky left
3626	river to the right
3627	2nd tree from left first set of branches down
3628	sky
3629	far right window
3630	train car
3631	right most window
3632	closed window middle
3633	window with the guy with white hair hanging out
3634	rightmost window
3635	window with man in white
3636	flooring bottom right
3637	far right window
3638	the right most window
3640	wooden
3642	top left tan object
3644	window drapes
3645	pink blanket on left
3647	hanging white thing
3648	dat bed
3649	third window on the bottom from the right
3651	road
3652	most bottom right window
3653	the 5th window on the bottom from the right
3654	2nd top window from the right
3655	tree
3656	second right bottom window
3657	bulding
3659	window top row 4 from the right
3660	last window on the right at the top
3661	top row third window from right
3663	sky right
3664	1st window on top nearest balcony to the right
3665	building 
3666	plant far right
3667	tiles in bottom right
3668	white bottle lid in center of picture
3669	the green bottle at the bottom right
3670	group of people
3672	brown bottle bottom right by greenbottle
3673	water bottle on right at front
3674	bottom left again
3675	brown bottle bottom center leftmost bottle
3676	darkness
3677	glass cup bottom middle
3680	the woman holding the spider monkey
3681	guy on right
3682	lama
3683	top left corner
3684	lady
3685	street
3686	bottom near us
3687	street center foreground
3688	anywhere where all those umbrellas are
3689	open area in middle
3690	street at bottom
3691	sky
3692	buildig
3693	white pavement 
3694	the street
3695	street
3697	bottom
3698	animal
3699	plants
3700	right building
3701	road middle
3702	left building
3704	sky
3705	red car right
3706	sky
3707	very bottom right
3709	bottom bush\
3710	water
3711	patch of grass bottom left
3712	person
3714	patch of ground/dirt on the far right edge
3715	trees on left
3716	fence
3717	bottom sand
3718	trees on the right
3719	tower
3720	sky
3721	ground on left
3722	guy in yellow
3723	group of people left
3724	floor on left
3725	floor on the left
3726	left empty space
3727	stairs
3728	floor to the left 
3729	floor on the left
3730	empty floor left
3731	drum
3732	clouds
3734	clouds
3735	its them
3736	water
3737	sky
3738	trees
3739	face
3740	sky
3742	green
3743	kid
3745	people
3746	sky right
3747	sandy dirty area
3748	cloud
3749	tree on far right
3750	sky left
3751	tree in top right
3752	bottom left corner
3753	center of blue patch on the left
3754	navy area on left side
3755	blue wall on left
3756	big white guitar
3757	the small white violin
3758	middle violin
3759	ground
3760	brown
3761	pic on left
3762	the people
3763	grass far right
3764	white sky over building
3765	the roof of building
3766	trees on the left
3767	tree far right
3768	grass on right lower right
3771	sand front
3772	boat nearest to foreground
3774	sky
3775	any top corner
3776	right bottom corner pants
3777	girl
3778	paper front
3779	red seat right
3780	coke bottle left 
3782	flower
3783	table cloth
3784	first window
3785	sky
3786	water
3787	so any part of spider lake
3789	dirty looking area in the middle
3792	anywhere on the arch
3794	sky beneath arch  white clouds
3796	cloud center
3799	sky
3800	first blue window on the left
3801	third window from left
3802	3rd window from the left
3803	2nd to right green window
3804	street
3805	3rd window from left
3806	blue window on the left
3807	close upper left corner white sky
3808	the blue window farthest to the left
3809	blue half door
3810	right side brick wall
3812	sky
3813	sky upper left corner
3814	sky
3815	2nd building from left
3816	group of people on left
3818	person left bottom
3820	yellow building
3821	church
3822	umbrella on road
3823	stairs
3824	road
3825	guy in black bottom left
3826	yep
3827	dark tall bottle  with black cap
3828	yellow bottle in middle bottom
3829	the black bottle beneath the man in blue striped shirt on left
3830	first tall brown bottle from left
3831	people
3832	bottle with brown liquid to far right
3833	black bottle at bottom leftish
3834	left dark bottle
3836	bird
3837	bird
3838	bird
3839	sorry front grass
3840	bird
3841	the plant in the bottom left corner
3842	bird
3844	hawk middle
3845	"bottom left ""plants"""
3846	top
3847	bottom left grass
3848	bottom right
3849	tree leaces top right corner
3850	bike
3851	middle far left
3853	building middle
3854	the tree
3855	white ground
3856	peeps
3857	right center
3858	sky top left
3859	steps on the left
3860	uppermost right corner
3861	higher rocks right side 
3863	dark clouds top left
3864	grass to bottom right
3865	red hat all the way on the right
3866	orange light
3867	white balloon on right
3868	light blue thing on yellow part of wall left most
3869	window
3870	green balloon left
3872	the arrow in the left hand side wall
3874	blackboard
3875	people
3876	green lower balloon by mans hand
3877	white balloon near green one
3878	the ceiling from the top left to the top right with the two blue balloons
3881	yellow wall
3882	pink balloon on left
3883	blue balloon on the right hanfing from the ceiling
3884	green thing on the windows on left
3885	white baloon near green one
3887	pigeons
3889	the building
3890	grass
3891	tree on left side
3892	patch of green beneath the far right palm tree top
3893	fountain
3894	palm tree to the right
3895	two birds on left
3896	usa flag
3897	flag on left
3898	sky
3899	water
3900	most right small rock
3901	lol third little island to the right
3902	sky
3904	hill
3905	plant front left
3906	tiger
3907	top right corner
3909	montains to the middle
3910	palm tree left
3911	grass
3912	sky
3914	beach
3915	closest palm tree
3916	tree middle
3917	ground
3918	any 1
3919	sky top right corner
3920	tree
3922	roof
3924	ocean
3925	sky
3926	the area on the walls 
3927	window on right
3929	square shape curtain
3930	bed
3931	tied curtain
3932	floor
3933	trees
3934	person in white
3935	any floor 
3936	ground by ppl
3937	it was confusing okay click on red shirt
3938	top middle
3939	higher
3940	bridge
3941	top center of pic
3942	top center
3943	top middle
3944	the ceiling of the bridge with a criss cross pattern
3947	2 people in center of pic 
3950	woman in brown on right
3951	bottom left corner really s mall
3952	blue sky middle
3953	just the pigeons on the left
3954	tree on right center
3955	buiding
3957	statue
3958	clouds
3959	top right corner
3961	tree left
3962	pavement lower left corner
3963	"middle tree"" click middle!"
3965	large stick 
3966	bear head
3967	rocks far left mid
3968	girl
3969	face
3970	second chair from left
3971	little tree bush thing on left
3972	chair guy is in on right
3973	lady on right
3975	white table
3976	right bottom corner
3977	people on right 
3978	tree rigth
3979	people on right
3980	chair on right
3981	right chair
3983	the family on the right
3984	white chair on front bottom right
3985	right people
3986	empty chair
3987	right man
3988	people sitting on left side of table
3990	any of the bottom boat
3991	water
3992	boat front
3993	very bottom
3994	bushes in back on rt
3995	left hatch window of boat they are on
3996	people
3997	sky
3998	bottom of picture
3999	boat in the background
4000	red buoy they're sitting on
4001	red thing they're sitting on
4002	person furthesr lef
4003	grass bottom left
4004	fallen bike
4005	bike on grass
4006	bike of guy with blue shirt facing camera
4007	bike of the guy in blue looking away
4008	guy on right
4010	sideways bike
4011	green
4012	first bike
4013	pavement
4014	bicycle light blue shirt
4015	biker in purple
4016	the group of people in the back
4017	right most bike
4020	dirt left
4021	cloud on left
4022	biker
4023	only 4 u bike only
4024	bike
4026	left lower middle
4027	blue sky
4028	dirt ground
4029	moooooo
4030	greenery very top
4031	blue shirt
4032	guy in blue
4033	pale
4034	top of picture
4035	fence on cow
4037	girl
4038	patch of grass far right center
4039	sand
4040	yellow house
4041	group of people
4042	hill
4043	sky
4044	red van
4045	bottom of picture
4046	grass
4047	onely building on the right
4048	far left hut
4049	trees from afar
4050	tiny bridge over the water
4051	water
4052	sky
4053	middle hut
4054	desk on left
4055	lower left table
4056	bottom right
4057	girl
4058	right floor
4059	person in black
4060	center right person
4061	floor white
4062	tennis court () in middle
4063	clouds
4064	fresh powder
4065	person in red
4066	people
4067	woman's face on right
4068	face of man on left
4069	first woman's face from left
4070	face on right
4071	open book to right
4072	diamond pattern floor center
4073	book on right opened
4074	the open book on the right
4075	diamond floor
4076	right open book
4077	book painting that's open in front right
4078	closed book on stand on the left
4079	girl
4080	white shirt on the right
4081	okay so the man standing up squashing spiders
4082	right lady
4083	right lady
4084	sky
4086	click right bottom corner
4088	woman right
4089	red shirt
4091	the woman
4092	gap tooth chick
4093	face
4094	snowy sky with power line
4095	house left
4096	person
4097	floor
4098	water
4099	top left
4100	column far right
4101	any building
4102	people
4103	picture on right
4105	ceiling
4107	people
4108	painting on left
4109	table
4111	ceiling
4112	building
4113	far left person
4114	lady on far right
4115	sitting on the steps
4116	building
4117	the stairs
4118	brown beads right hand side
4119	strings
4120	building on the right
4121	sky
4122	white building on right
4123	left skyscrapper tiny
4124	buildings middle
4125	white building on right
4126	rightmost building
4128	left man
4131	bus doorway
4136	3rd person from left
4137	bus door
4139	sky left
4140	right most liver of sky
4141	the door on the bus in the rightmost gap
4143	man in middle alone
4144	hat of girl far legt
4145	any chica
4148	red hat on right
4149	older persons hat - middle
4150	white sky
4152	the white wall on the sides
4156	ppl
4157	guy standing on the left
4158	avirex usa jacket
4159	blue jacket man 
4161	guy sitting
4162	skyyyy
4163	guy on right
4164	bottom right ground
4165	the man standing on the right
4166	person on right
4167	sky
4168	third person to the rights bike
4169	back wheel of bike that khaki shorts is on
4170	bottom right gravel
4171	middle bike
4172	bike on the ground on the right
4174	right bike laying down
4175	sky
4176	back bike wheel of dude 2nd from left
4177	leftmost bike
4178	second bike from left 
4179	2nd bike left (back wheel)
4180	from the red shorts 2 ppl over
4181	guy holding arms waist/ left
4182	person closest to camera
4183	people all the way to right
4184	mountain
4185	front bike close to left corner
4186	guy in middle black shirt
4187	top left corner
4189	tree
4190	water on bottom
4192	paper on blackboard on the right
4194	storage on back wall
4195	red in middle
4196	top left corner
4198	far bottom left white section by yellow book
4199	white paper on bottom left desk
4200	backpack taking seat of closest desk
4201	white area on bottom left desk
4202	girl left white top
4203	girl blue  2nd row head in desk
4204	classroom floor tiles
4205	front left white paper near yellow book
4206	desk with girls head on
4207	left poster on chalkboard at back right
4208	yellow wall back
4211	green hat left
4212	leftmost girl with yellow
4213	blue wall right
4214	the boy in the foreground with the green hat and the black shirt
4215	yellow book bottom left corner
4216	back chalkboard that isn't the papers
4217	blue kids left
4218	the kids in the back on the right side
4219	floor right bottom corner
4220	green bag boy in front is holding up
4221	huh cloud
4222	blue sky
4223	grass on the bottom
4224	grass
4225	clouds
4226	tree left
4227	building on the right
4228	yellow shirt
4229	top sky
4230	white wall
4231	right curtain top
4232	bottom right corner
4233	people
4234	sky
4236	house left
4237	car
4238	the weird gringos
4239	brick path
4240	wall
4241	grass on rt
4242	trees at bottom right
4243	water near the middle
4244	group
4245	sky
4246	volcano
4247	stuff on ground in front bottom edge of the pic
4248	small patch of grass that is shaded on left
4250	dark rock lower left
4252	the fire
4253	fire
4254	ppl
4256	trees
4257	first guy to the left front
4258	left side guy with words on sleeve
4259	water
4260	yep
4261	raft heading towards front
4262	fucking sky
4263	raft of people further away
4264	ppl on rfar right
4265	grass right
4266	top center
4267	roaaad
4268	bike
4269	man
4271	road
4272	hat of guy closest to us
4274	3 men right side
4275	sky at top
4276	the dunes in the back
4277	mountains
4278	water bottle bottom left
4280	man with hat on left
4282	brown shirt middle
4283	ground
4284	rock the dude is sitting on
4285	darker part of dirt near mans bare knee and guy in white shirt 
4286	left pillar
4287	steps
4288	green in top
4289	red large flower group
4290	bushes bottom left
4291	post right
4292	sky
4293	building
4294	car on very right can barely see
4295	white buildings on right edge
4297	the road
4298	sidewalk area on bottom left
4299	signs
4300	very small patch of grass/ weeds on far right pointing same direction as road just off the road
4302	road
4303	sky anywhere 
4304	white snowy mountains in back
4305	sky
4307	a guy with a hat
4308	bottom 
4309	cute donkey
4311	sky
4312	woman's hat
4313	top center
4314	the short girls hat
4315	face of guy
4316	guy
4318	people
4319	the guy
4321	window
4322	hat
4323	person in gray
4324	kid's hat
4325	lady's hat
4326	blue seat area 
4327	water lower left
4328	city left in foreground
4329	sky top
4330	the large strip of beach
4331	green
4332	lower left
4333	sky in the top left
4334	water upper left
4335	the building
4336	tree center
4337	bottom right
