,refexp
33175,la statue
33176,arbres verts sous le genou du gars
33177,eau à droite
33179,océan
33180,coin supérieur gauche
33181,gens
33182,arbres en bas à gauche
33183,gazon
33184,ciel
33185,immeuble le plus haut à droite
33186,bâtiment en haut au milieu
33187,groupe de deux bâtiments au milieu
33188,ciel
33189,bâtiment le plus proche de nous
33190,bâtiment en plein milieu
33191,grand bâtiment en face
33192,bâtiment principal
33193,le bâtiment avec l'horloge dessus
33194,arbres à gauche
33195,visage d'extrême gauche
33196,sweatshirt à capuche
33197,deuxième personne en partant de la gauche
33198,la partie supérieure du ciel
33200,en bas à gauche
33201,ciel
33202,partie brune
33203,ciel tout à gauche
33204,parfait
33205,en haut à droite
33207,des arbres
33208,ciel en haut à gauche
33209,ciel en haut à gauche
33210,arbre moussu en haut à droite
33211,montagnes
33212,lit
33213,la serviette marron la plus proche du centre de l'image
33214,étage à droite
33215,commode à droite
33216,des murs
33217,table de nuit à l'extrême gauche
33219,terrain à droite
33220,oreiller vert gauche
33221,chapeau vert
33223,visage
33224,Ouais
33225,chemise en bas à gauche
33226,le tout petit mec en orange en haut a droite
33228,imeuble
33229,personne en noir au premier plan à droite
33230,en haut à droite - ciel
33231,chaussée
33232,neige sur le trottoir tout à gauche
33233,neige au sol côté gauche seulement
33234,le gars à gauche
33235,âne du milieu marron sans personne
33236,âne brun sans cavalier au milieu
33237,chose touffue verte en haut à droite
33238,l'âne est à cheval sur
33240,centre animal le plus sombre
33243,âne brun personne
33245,l'animal marron à côté du gars et le gars à cheval
33247,mouton blanc entre deux ânes à droite
33248,homme à dos d'âne
33249,le coin supérieur droit
33250,mec en bas à gauche
33251,groupe de personnes à l'arrière
33252,sol
33253,Fontaine
33254,fille cheveux noirs chemise bleue en bas à gauche
33255,imeuble
33256,les arbres sur le côté gauche il suffit de cliquer sur le côté droit au milieu
33257,droite
33258,église de droite
33259,arbre à gauche en bas
33260,palmiers du plus grand arbre
33261,ciel
33262,palmier à droite
33263,le bâtiment brunâtre le plus sombre tout à droite
33265,groupe de trois personnes à l'avant
33266,3 personnes du milieu exactement au milieu du bas
33267,nuage
33268,en bas à gauche
33269,milieu de l'eau
33270,bâtiment avec feux verts
33271,des nuages
33273,arbre en bas à gauche
33274,milieu du bâtiment
33275,en haut à gauche
33276,route
33277,montagnes
33278,ciel
33279,véhicule
33280,herbe en bas à droite
33282,personne en gris
33283,arbre le plus à droite
33284,fille à gauche
33285,chapeau obscurci à gauche
33286,chapeau
33287,visage
33288,personne à droite
33289,bicyclette
33290,dalle de béton à gauche
33291,coin inférieur gauche
33292,le garçon debout
33293,mur de droite
33294,bâtiment à gauche
33295,chariot
33296,ciel
33297,route en bas de la photo
33298,ciel
33299,colline de sable
33300,bas de l'image
33301,arbre de droite
33302,haut n'importe où
33304,l'iguane
33305,lézard
33306,plate-forme bleue
33307,coin inférieur droit
33308,ciel
33310,bateau
33311,immeubles
33312,le bleu au milieu
33313,ciel
33314,mtgropes
33315,des choses
33316,corde
33317,l'eau
33318,en bas à gauche
33320,groupe kidsmain
33321,bureau le plus proche du bas
33322,des nuages
33324,passerelle
33325,rochers dans le coin inférieur gauche
33326,montagnes à gauche
33327,Montagnards côté gauche
33328,colline à droite
33329,montagne côté gauche
33330,paroi rocheuse en bas à droite c'est gris
33331,ange
33332,gazon
33334,poteau blanc côté gauche
33335,rails jaunes en bas à droite
33336,feuille en bas à gauche à droite carnivore
33338,voir plante à trois feuilles cliquez en bas à gauche
33339,deuxième feuille en partant du coin supérieur gauche
33340,feuille en bas à gauche de sans beurre
33341,quatrième feuille en haut à gauche
33342,la feuille à l'arrière côté gauche dans un groupe de quatre celle à gauche
33344,feuille entière juste en haut de la photo
33345,feuille presque au milieu à droite c'est ridick
33347,feuille en haut à gauche il y a une plante à 3 feuilles sélectionnez le milieu
33348,le congé en haut à droite
33349,grande feuille en haut à droite
33350,troisième feuille en partant de la gauche en bas
33352,papillon
33355,la feuille en haut à droite pointant vers le haut
33357,des arbres
33358,bas de l'image
33359,Le toit
33360,ciel
33361,ciel
33362,brique
33363,grand arbre à droite
33364,personne
33366,arbre à droite
33370,grand arbre à droite
33372,bas
33373,arbre à gauche
33374,petit arbre à droite
33375,petit arbre hors cadre à droite
33376,yacht
33377,l'eau
33378,l'opéra à gauche
33379,ciel
33380,pont
33381,l'eau
33382,sable au fond
33383,gens
33384,montagne
33385,ciel
33386,espèce de roche brune
33387,le noir
33388,traverser
33389,le lit à gauche
33390,la lumière
33391,Téléphone
33392,lit près de la fenêtre
33393,mur de lampe
33394,photo au mur
33395,table de chevet
33396,abat-jour
33397,dessus de lit
33398,rideau
33399,ciel
33400,ciel supérieur
33401,ciel
33403,maison
33404,grand arbre au milieu
33405,ciel!
33406,eau à gauche
33407,pelouse devant droit
33408,ciel
33409,dernière fille à droite
33410,fille avec une chemise rouge attachée
33411,dame en vert à gauche
33412,dame en tout beige
33413,gens
33414,gars chemise marron
33415,fille bronzée au milieu
33416,femme bronzée
33417,chemise verte dame à gauche
33418,gril en rose
33419,fille avec du rouge autour de la taille
33420,chemise femme verte cheveux blonds gauche
33421,chemise verte femme à gauche
33423,fille à l'extrême droite
33424,personne avec une veste rouge à la taille
33426,l'un des arbres
33427,3 personnes ensemble sur balcon
33428,pilier gauche
33429,les humains au centre-gauche
33430,panneau
33431,oreiller jaune à droite
33432,bol rouge
33433,bol rouge
33434,trucs dans le bol en bas à droite
33435,personne
33436,bol en haut à droite
33437,bol vert en plein centre
33440,bol en bas à droite
33441,bol d'oranges
33442,bol orange à gauche
33443,bol d'oranges
33444,le pot rouge à gauche
33445,dans un bol vert sur la rangée du bas
33446,bol d'oranges
33447,le troisième bol vert à côté du bol orange
33448,choses dans le bol central avant
33449,palourdes dans le panier orange
33450,chemise bleue à droite
33451,deuxième bol vert en partant de la droite
33452,bol rouge
33453,panier ou bol rouge
33454,bol bleu le plus proche en bas à gauche
33455,bol rouge
33456,la chose en haut du bac blanc à gauche
33457,tas de fruits de mer rangée du haut deuxième à partir de la droite la nourriture elle-même
33458,femme aux cheveux rouges et haut vert avec un enfant sur elle
33459,troisième personne en partant de la gauche
33460,vieux wioman tout le chemin à droite
33461,sol
33462,chemise grise gauche
33463,fille en violet
33465,personne la plus à droite
33466,coin inférieur gauche
33467,personne
33468,les rideaux
33469,l'homme en gris en sandales
33470,fleurs dans le vase de droite
33471,femme à droite
33472,la femme à l'extrême droite
33473,la vieille dame la plus à droite
33475,cheminée
33476,bâtiment central
33477,arbre à droite
33479,haut au milieu de l'arbre
33480,les plantes en bas à gauche
33481,ciel
33482,nuage blanc en haut à droite
33483,arbre à gauche
33484,fond d'herbe
33485,arbre à gauche
33486,arbre à gauche
33487,maison blanche en haut à droite
33488,ciel
33489,oiseaux en bas à gauche
33490,coin tout en bas à gauche
33491,bas
33492,Fontaine
33493,arbres à droite
33494,arbre de gauche
33495,arcade à l'extrême gauche
33496,les gens à gauche
33497,homme marchant tout à droite
33498,chose qui vole dans le ciel à droite
33499,ciel
33500,drapeau du milieu
33501,imeuble
33502,ciel
33503,la gauche
33504,l'eau
33506,table de gauche
33507,image sur le mur blanc
33508,Le toit
33509,luminaire à gauche/en haut
33510,plafond
33511,la nappe sur la table avant
33512,peindre jusqu'au bord droit
33513,peinture blanche gauche
33514,le plus en bas à droite
33515,le plafond
33516,mur
33518,gens
33519,plafond
33520,plafond
33522,plafond
33523,capuche tout en haut à gauche
33524,femme
33525,bâtiment en arrière-plan côté gauche
33526,lampadaire
33527,Haut
33528,lampadaire en arrière-plan à gauche
33529,lumière sur l'épaule droite
33531,le petit enfant au milieu à droite
33532,lampadaire
33533,bouteille d'eau à la main
33535,lampadaire
33536,lampadaire à gauche
33538,gazon
33539,tortue à côté de la fille
33541,vert gauche
33542,ciel haut rt
33543,chemise blanche
33544,fille à gauche
33545,la fille
33546,sol
33547,personne en jaune
33548,femme
33549,gauche perso
33550,femme
33551,toute personne
33552,herbe en bas à droite
33553,herbe à droite
33554,herbe verte en bas à droite
33555,ciel
33556,deux femmes à l'extrême gauche on dirait qu'elles sont au téléphone
33557,bâtiment jaune
33559,sol
33560,personne marchant à côté de mec en chemise jaune
33561,dame en bas à droite
33562,toute personne du milieu
33563,dame en jaune assise à table à l'extrême gauche
33564,ciel
33565,parapluie jaune à gauche
33566,deuxième parapluie jaune en partant de la gauche
33567,chemin de fer noir à gauche
33569,la personne à l'extrême gauche
33570,manteau noir et chemise rouge
33571,gazon
33572,ciel
33573,manteau rouge/pantalon blanc sur le côté droit
33574,homme au chapeau blanc pull bleu
33575,homme en veste rouge à droite
33576,train
33577,homme droit en rouge
33580,femme en pull rouge
33581,sol sans herbe
33582,des nuages
33583,formation rocheuse au milieu
33584,ciel
33585,sol très très bas
33588,des arbres
33589,fille à gauche
33590,sol
33591,personne dans le bleu clair
33592,drapeau à rayures horizontales
33593,drapeau de droite
33595,personnes à gauche
33596,parapluie noir près du bas
33597,ciel
33598,herbe en bas à droite
33600,ligne horizontale beige clair près du haut
33601,panneau
33603,panneau
33604,les pierres tout en bas de la photo
33605,coteau à droite
33606,rochers à gauche
33607,la fenêtre
33608,tasse
33609,plateau en bas à droite
33610,gens
33611,montagne
33612,ciel
33613,très bas n'importe où
33614,l'eau
33615,mec
33616,zone supérieure droite
33617,gens
33619,bord droit milieu
33620,arbres à droite
33621,garde-corps à droite
33622,sol
33624,le sol
33625,de gauche au pantalon de l'homme de gauche
33626,personne
33628,ciel en haut à droite
33631,très bas n'importe où
33633,le baril d'argile qui est en bas à droite
33634,rochers supérieurs
33636,crânes
33638,truc blanc
33639,en bas à droite
33640,ciel
33641,le palmier pompon
33642,porte
33643,imeuble
33644,bâtiment
33646,deuxième fenêtre à barreaux en partant de la gauche
33647,rue
33648,fenêtre à barreaux de droite
33649,imeuble
33651,fenêtre barrée à l'extrême gauche
33652,imeuble
33653,voiture
33654,cadre de porte blanc
33655,le bâtiment
33656,ciel
33658,voiture
33663,sac au milieu
33664,des lettres
33665,pilier à l'extrême gauche à l'arrière
33666,pilier à gauche
33667,le sac à dos de la personne à gauche au premier rang
33668,le groupe
33670,toit
33671,sac milieu gauche
33672,valise
33673,le sol
33674,mur
33675,lampe gauche
33676,applique droite
33677,lampe à gauche
33678,table du milieu
33679,lit de gauche
33680,lampe gauche
33681,lampe à gauche
33682,lampe la plus proche de la fenêtre
33683,rideau
33684,lampe à gauche
33685,lit de droite
33686,bâtiments de droite
33687,en haut au milieu
33689,couple main dans la main
33690,personne
33691,sol en bas à droite
33692,en haut à gauche
33694,gilet rouge homme
33695,buissons haut de la personne
33696,Le ciel
33697,l'eau
33698,des nuages
33699,rochers
33700,le siège à droite derrière le gars devant l'épaule gauche le gars
33702,étage en bas à gauche
33703,porte blanche à l'arrière
33704,étagère
33705,milieu de la paroi latérale droite
33706,toit de train
33707,lumière
33708,lapins câlins
33709,personne à l'arrière-plan à pois
33711,tête du gars assis tout le chemin à l'arrière
33712,fenêtres à droite
33713,bagages sur le panier supérieur
33714,deuxième rangée de sièges depuis l'arrière
33715,homme seul au milieu
33716,femme debout
33717,appui-tête qui appartient au gars qui s'appuie sur son ami
33719,abandonné
33720,sable sur la zone inférieure gauche
33721,animal à gauche
33722,coin supérieur droit
33723,terre btm à droite
33724,tissu bleu
33726,c'était bon mec
33728,livre
33729,chapeau
33730,fond de tronc d'arbre
33731,ciel
33732,ciel supérieur
33733,visage rouge en bas
33734,mec tout devant à droite
33735,l'eau de la piscine
33736,plate-forme
33738,Le ciel
33739,glisser au milieu
33741,la bouteille
33742,mur bleu et blanc autour de la piscine
33743,des arbres
33744,ciel
33745,le pont
33746,immeubles
33747,eau au milieu
33748,grand centre de patch vert
33749,ciel
33750,ciel
33751,mon gars
33752,des nuages
33753,herbe en bas à droite
33754,coin inférieur gauche au sol
33756,Ouais
33757,des arbres
33758,ciel
33759,terre en bas
33760,ils sont assis dessus
33761,ciel bleu à[
33762,Les chaussures
33763,personnes
33764,île en haut au milieu
33765,océan
33766,ciel
33767,imeuble
33769,la route
33770,la petite bande de fenêtre à droite est difficile à voir
33772,arbuste arrière droit
33773,fleurs dans un vase rose/jaune à gauche s'est amusé à jouer avec toi merci
33774,peinture à l'arrière côté droit
33775,chaise la plus proche de la maison
33776,portes vertes centrales
33777,arbre près de gars
33778,chaise à l'arrière
33779,chaise en bas à droite
33781,mon gars
33782,sol
33783,vase base de l'arbre gauche
33785,deuxième chaise à droite
33786,chaise tissée près de cette porte verte tout au fond à droite
33787,sol
33788,mur
33790,nappe jaune en bas à gauche
33792,bâtiment à gauche
33794,portes bleues
33795,gauche ensemble de fenêtres loin
33796,centre de l'arbre
33798,ciel
33799,petite figure à gauche
33800,sol
33801,mur blanc devant le poteau rayé rouge et jaune
33803,construire loin en arrière
33804,personne qui entre dans la porte bleue du milieu
33805,mur blanc tout à gauche
33807,panneau sandwich
33808,grand arbre à droite
33809,sol par statue
33810,arbre à gauche
33811,le coin supérieur droit
33812,visage
33813,grand arbre à droite
33814,arbre à droite
33816,sol
33817,arbre de droite
33818,bâtiment à droite
33819,bâtiment bleu droit
33821,long bâtiment
33822,route
33823,maison à gauche
33824,bâtiment bleu à droite
33825,ciel
33828,premier vélo à gauche
33829,motard pliant
33830,montagne en arrière-plan
33831,chemise beige dos cavalier
33834,côté gauche
33835,vélo à gauche
33837,pneu arrière
33840,homme à gauche
33841,vélo droit
33843,ciel
33845,bande de sable en bas à gauche par le gars en blanc
33846,mec en pantalon marron à droite il se penche un peu
33847,personne en chemise blanche
33848,nuages ​​en bas à droite
33849,cheval droit
33851,cheval gauche
33852,gars bleu sur l'âne
33853,montagne à l'arrière tout à gauche
33854,mec à l'extrême gauche
33855,le cow-boy à droite dans le pancho noir
33856,cheval gauche
33857,cheval à droite
33858,bas
33859,vert pâturage au bout/ comme une colline
33860,tout en haut du ciel
33861,cheval d'homme en noir
33862,oui je suis Jeanne
33863,mule à droite
33864,chapeau de mec
33865,des troncs d'arbres
33866,oiseau
33867,oiseau
33868,batteur de femme
33869,mec
33870,mec en costume bleu et jaune
33871,l'eau
33872,collines verdoyantes en haut à droite
33873,ciel
33874,dame en rose binki
33875,colline verte en haut à droite
33877,visage de bikini bleu
33878,ciel
33879,homme le plus proche du pôle blanc
33880,feuilles
33881,l'eau
33882,ciel
33883,en bas à droite
33884,flaque d'eau à gauche
33885,sable
33886,mur noir en bas à gauche
33887,ligne des arbres en haut au milieu à droite
33888,grand immeuble à gauche
33889,l'eau à droite avant le grand océan
33890,ciel
33891,eau de mer
33892,oh geezvery coin gazonné en bas à droite
33893,rail
33894,partie lisse de la colline sur la femme à l'arrière
33895,coin inférieur droit de l'herbe
33896,aucune des personnes
33897,coin inférieur gauche
33898,homme avec un t-shirt blanc
33899,personne en bas à droite
33900,La peinture
33901,chapeau blanc
33902,t-shirt rouge
33903,la saleté tout en bas au milieu
33904,des arbres
33905,gens
33906,palmier à gauche
33907,tour de gauche
33908,arbre en bas à gauche
33909,espèce de tour plus loin
33910,tour à gauche
33911,tour du milieu
33912,l'arbre en bas recouvrant une partie du toit
33913,ciel
33915,cheminée à gauche
33916,partie blanche centrale du bâtiment
33917,truc de la tour à droite
33918,toit près du bas
33920,clocher gauche
33922,arbre arrière à l'extrême droite
33923,arbre en bas
33924,toit clair à gauche
33925,l'eau
33926,des arbres
33927,ciel
33929,sol
33930,portion de bus à l'extérieur à l'extrême droite
33931,les personnes
33932,coin inférieur gauche
33933,fenêtre en haut à droite - cliquez sur l'éblouissement
33934,plafond
33936,tas de vêtements
33937,panneau
33938,aucune des personnes
33939,annonce malboro à droite
33941,sable en haut à gauche
33942,bas de la photo
33943,abri branlant en arrière-plan
33944,gens
33945,coin supérieur gauche
33946,voiture blanche
33947,arbre à droite
33948,en bas à gauche
33949,haut du poteau sur le côté gauche
33950,n'importe où dans le bâtiment
33951,des buissons
33952,ciel en haut à gauche
33953,voiture bleue
33954,table par les enfants
33956,la table marron que les enfants touchent
33957,haut de la zone blanche
33958,table
33959,devant de la table
33960,seau orange au sol
33961,orange gauche
33962,carrelage
33964,mur jaune
33966,fruit dans l'enfant sur la main droite
33967,groupe d'enfants
33968,tableau d'affichage
33969,bureau sur lequel les enfants s'appuient
33970,vase blanc super extrême droite
33971,bureau du bas
33973,localisez le bras de l'enfant à gauche cliquez sur le bois que traverse le bras
33974,vase blanc sur table partiellement coupé au bord de la photo
33975,nappe bleue à droite
33976,sol
33977,le nana à la cocaïne au milieu avec col en v bleu cliquez sur le centre de son corps
33978,écran central lesbien spastique
33979,groupe de trois à droite
33980,les gens en chemises blanches
33981,chemise blanche fille
33983,mur bleu gauche
33984,four
33985,plante en bas à droite
33986,brique
33987,marches
33988,flanc de falaise
33989,les vagues rencontrent le sable sur le côté gauche
33990,vagues
33991,nu
33992,front de sable
33993,ciel
33994,personne en rouge
33995,drapeau arc-en-ciel
33996,bâtiment au milieu
33997,herbe en bas au centre
33998,bas vert mi-bas
33999,ciel
34000,le drapeau rayé rouge et blanc
34001,gars de gauche
34002,personne à gauche
34003,homme d'extrême gauche
34004,l'homme à l'extrême gauche
34005,homme au milieu
34006,saleté supérieure
34007,gars de gauche
34008,homme à gauche
34009,sur la droite
34010,personne à droite
34011,mec à droite
34012,l'un des gars
34013,mec à droite
34014,mec à droite
34015,mer
34016,la montagne au loin
34017,herbe verte au milieu
34018,haut de l'ile
34019,la zone verte en haut des immeubles légèrement à droite
34020,terre du milieu
34021,immeubles
34022,oups bâtiment
34023,quatrième drapeau en partant de la gauche
34024,quatrième drapeau en partant de la gauche
34025,premier drapeau à gauche bleu
34026,troisième drapeau en partant de la gauche
34027,fenêtres à droite
34028,trottoir
34029,cinquième en partant de la gauche
34031,quatrième drapeau en partant de la gauche
34032,bâtiment au milieu
34033,deuxième drapeau en partant de la gauche
34034,personne à l'extrême gauche manche bleuâtre
34035,personne tout à gauche
34036,la porte verte sur le bâtiment
34037,jupe verte
34039,en bas à droite
34040,en haut à gauche
34041,homme en gilet marron pantalon beige sur la droite
34042,groupe de dame milieu
34043,2 personnes ensemble à gauche
34044,immeubles
34045,chapeau
34046,visage
34047,À droite
34048,ciel
34049,les falaises
34050,roche brune en bas de l'écran
34051,ciel bleu juste à côté de la colline jaune au milieu
34052,ciel en haut à gauche
34053,la moitié supérieure de la montagne
34054,neige au sol
34055,en haut à droite fumée/nuage
34056,groupe de personnes
34057,chameau
34058,les fleurs dans le coin inférieur gauche
34059,femme à gauche - chapeau
34060,sac à dos orange
34063,femme à pois bloe
34064,chien dans la poche d'une fille à l'avant droit
34065,visage de chien noir enfant devant
34066,sol
34067,petite fille devant à droite
34068,petite fille à droite chose chapeau blanc
34069,cheveux bruns en désordre de la femme en bas à droite
34072,petit à gauche
34073,le chien que tient le petit
34074,chapeau sur femme à droite
34075,coin en haut tout à gauche
34076,chapeau fille à gauche lil kid
34077,en haut à droite
34078,enfant à droite
34079,rognage en bas à gauche
34080,nuages ​​tout en haut à droite
34083,masse nuageuse la plus basse
34084,nuage en haut à gauche
34085,les nuages ​​du bas
34086,en bas à droite
34087,n'importe quel ciel bleu
34088,nuage en haut au centre juste un peu à gauche
34089,ciel en haut à droite
34090,arbre à gauche
34091,fleurs en bas à droite
34094,centre de la palmier
34095,branche de palmier à droite à peine visible
34098,grand palmier
34099,ciel en haut à droite
34101,arbre tout à droite
34102,l'océan
34103,arbres à la porte
34104,sol
34105,Haut
34106,ciel
34107,ciel à peine visible en haut à gauche
34108,tuiles en bas à droite
34109,bâtiment blanc
34110,eau de piscine
34112,la moitié supérieure du bâtiment
34113,ciel
34114,porte
34115,marches
34116,horloge de la tour à gauche
34117,côté gauche de l'horloge du bâtiment à la recherche
34118,imeuble
34121,drapé blanc
34123,lampe
34124,mur
34125,la fenêtre
34127,coin inférieur gauche sur blanc
34128,porte marron
34129,lit
34130,où serait la porte si elle était fermée
34131,Le coin inférieur droit
34133,l'eau
34134,mec à gauche
34135,personne à droite
34136,l'une des personnes à l'arrière
34139,montagne au milieu
34140,ruines
34141,la photo sur le mur
34142,lit bleu gauche
34143,lit de gauche
34144,lit à gauche
34145,lit de gauche
34146,lit à droite
34147,lit à gauche
34148,lit de gauche
34149,mur en haut à gauche
34150,lit de gauche
34151,tiroir
34153,en bas à gauche
34154,tiroir marron
34155,ciel
34156,crête de la montagne
34157,l'une des plantes vertes devant
34158,bâtiment moyen blanc grand
34159,arbre à droite
34160,personne
34161,choses de grande roche
34163,herbe à droite
34164,ciel
34167,arbuste sur le bord inférieur gauche
34168,nuage
34169,le buisson vert non humain au milieu gauche
34170,arbre en haut à gauche
34173,les fenêtres
34174,lampe gauche presque hors cadre
34175,statue
34176,ciel
34177,marches du milieu en bas
34178,milieu gauche
34179,rochers côté gauche de l'image
34180,l'eau
34181,ciel
34182,ciel
34183,sac à dos rouge
34184,en bas à gauche
34185,mecs
34186,vert à droite
34187,ciel
34188,l'eau
34189,le coin supérieur droit
34191,les gens dans l'eau
34192,imeuble
34193,ciel
34195,ciel
34196,l'eau
34197,doge
34199,eux
34200,visage
34201,enfant
34202,chapeau blanc
34203,ciel supérieur
34204,ciel
34205,herbe à droite
34206,voiture
34207,n'importe quelle partie de la route
34208,coin supérieur gauche de l'écran
34209,bord supérieur gauche
34211,un verre
34213,Le coin inférieur droit
34216,table en bas à droite
34217,inca kola
34218,homme
34219,sable
34220,les nuages ​​en haut
34221,ciel bleu en haut à gauche
34222,sol gauche
34223,ligne de montagnes
34224,rochers à gauche
34225,montagne du côté droit
34226,ciel
34227,bas de la tresse
34228,escaliers
34229,ciel
34230,sol inférieur
34231,herbe gauche
34232,piliers
34234,ciel
34235,fond de terre
34236,l'une des trois personnes à gauche
34237,petit garçon
34239,l'eau
34241,neige de montagne
34242,bateau
34243,Haut
34244,mer en bas à gauche
34245,pain en bas à droite
34246,bagages mais au-dessus du porte-bagages
34247,rouge
34249,valises/sacs sur le dessus de la tête de stoners gauche
34250,16v
34251,cartes de filles
34253,les gens
34254,cartes de femme
34255,coin supérieur gauche
34256,Rouleaux
34259,fenêtre à droite
34262,nourriture au fond de la couverture
34263,coin inférieur gauche blanc
34264,petits pains en bas
34265,boissons à l'arrière de la nourriture
34267,la saleté à l'extrême droite
34269,rocher dégagé à gauche vers le milieu
34270,glacière en haut à gauche (violet)
34271,sol côté gauche
34272,seau avant droit
34273,rangée de 4 tableaux à rt de lampe
34275,rangée verticale d'images deuxième à partir de la droite
34276,je suis nul à ce jeu la peinture la plus éloignée à droite
34277,image en haut à droite
34278,première rangée à droite avec 4 images dans la rangée
34279,photo de tournesols
34280,imeuble
34282,la grande section de photos de fond blanc
34284,les photos blanches au milieu
34285,la peinture la plus à gauche en bas
34286,pile gauche de quatre images
34287,photo en haut à gauche
34288,arbre tout de suite
34289,ciel
34290,personne
34291,le groupe de buissons/arbres
34292,chemin rocheux blanc sur lequel marche l'homme
34294,montagnes
34295,buissons à droite
34296,autobus
34297,ciel
34299,bâtiment à droite
34301,pare-brise de camionette
34302,ligne de fenêtres
34303,arbre
34304,personne en chemise à carreaux bleu
34306,le troisième gars en partant de la gauche
34307,personne de gauche
34308,plafond
34310,les gens de droite
34311,la personne dans la chemise blanche à fleurs au milieu
34312,poste de gauche
34313,homme en blanc au milieu
34315,désolé post le plus à gauche
34316,bas bleu
34318,centre du bas du bâtiment
34319,bâtiment avec du bleu en haut en bas de la photo
34320,ciel
34321,les gens à droite
34322,table
34323,groupe de personnes à gauche
34324,plafond
34325,arbre à droite
34326,ciel
34327,gros lobbbsterrr
34328,vélo de gars avec chemise kaki sur tee blanc troisième à partir de la gauche
34330,dame en rose
34333,sur la droite
34334,vélo de personne en chemise rose devant
34335,fille à droite
34337,vélo d'extrême gauche
34338,gars debout à l'arrière-plan chemise marron
34339,mec en polo marron clair à l'arrière
34340,des arbres
34341,L'homme en manteau beige debout à l'arrière du groupe vélo
34343,vélo à l'extrême droite
34344,chemise jaune
34345,vélo avec jante jaune
34346,mec debout à l'arrière-plan chemise marron claire
34348,homme du centre sans vélo
34349,vélo de chemise rose
34350,vélo avec des bits jaunes sur les pneus
34351,roue arrière de vélo appartenant au mec bronzé avec sac à dos
34352,personne du milieu en chemise marron
34353,roues jaunes de vélo
34354,homme à l'arrière sans vélo vêtu de marron
34355,vélo de gars en chemise beige
34357,troisième personne à gauche
34359,l'article au-dessus de la boule rose
34360,en haut à droite
34361,"chapeau bleu à droite rayures ""personne"""
34362,bois à l'escalier à gauche
34363,tête rose
34364,poupée de gauche
34365,couverture
34367,l'arbre laisse au sommet
34369,debout en blanc
34371,le bateau à gauche
34372,bateau bleu avec des gens
34373,personne bleue debout sur canoë
34374,branche d'arbre qui sort du bateau
34375,personne la plus à droite
34376,truc de branche d'arbre en haut à droite
34377,zone sablonneuse devant le bas de la photo
34378,personne en bleu debout dans le bateau
34379,branche en haut à droite
34382,les gens à l'arrière du bateau
34383,femme en bleu
34384,tronc d'arbre à droite
34387,l'eau
34388,crocodile
34389,ciel
34390,rocher en bas à droite
34391,en bas à gauche
34392,la colonne de personnes à gauche
34393,gars en imperméable au premier plan
34394,en bas à droite
34395,ciel
34396,route
34397,route
34398,le signe
34399,pneu de vélo avant à droite
34401,roues de vélo à gauche
34402,l'un ou l'autre
34403,le vélo rouge au milieu à droite
34404,des arbres
34405,le truc de la statue murale
34407,gens
34409,le chemin en bas
34410,escalier côté droit
34411,ciel bleu
34412,zone forestière
34413,le plus gros nuage
34415,les arbres en bas - n'importe où là-bas
34416,la partie supérieure de celui-ci
34417,ville
34418,des nuages ​​à gauche
34419,des arbres
34420,l'un des arbres verts en bas
34421,des arbres
34422,nuages ​​les plus à gauche
34423,crête de montagne à droite
34424,sable du côté droit dans la police de mec
34426,sable au bord de la route à gauche
34427,personne
34428,route
34429,ciel
34430,foule dans les tribunes
34431,baleine gauche
34432,orque gauche
34433,baleine à l'avant
34434,baleine à gauche
34435,sur la droite
34436,fond d'eau
34437,orque devant
34438,baleine à gauche
34439,l'épaulard le nez dans l'eau
34440,celui d'avant
34441,un à gauche
34443,des buissons
34444,rocher à gauche
34445,chemin de terre à l'arrière
34446,herbe en bas à gauche
34447,herbe en bas à gauche
34448,nourriture dans la casserole que le gars tient
34449,homme assis à droite
34450,herbe en haut à gauche
34451,homme à droite
34452,l'eau
34453,premier plan rochers milieu
34454,des nuages
34456,fleurs jaunes sur rt
34457,petit arbre rond à gauche
34458,voiture blanche à gauche
34459,premier lampadaire en partant de la gauche
34460,bâtiment en haut à gauche
34462,le poteau lumineux à l'arbre le plus proche à droite
34463,grand arbre au milieu
34464,palmier à gauche
34467,banc en bas à droite
34468,ciel en haut à droite
34469,petite chose verte par banc sur le coin rt
34471,nuages ​​au milieu
34472,au sol en bas au milieu
34474,patch central du centre du ciel
34476,bas
34478,ciel mi kadauchi de mtg
34479,voiture noire après le bus de droite
34483,les colonnes du bâtiment
34484,fourgon bleu
34485,groupe de personnes à gauche
34486,groupe de personnes debout autour d'une glacière
34487,dame penchée avec un manteau bleu autour de la taille
34488,les gens ont raison
34489,dame penchée en bleu
34490,l'une des 4 personnes à droite
34491,personne d'extrême droite
34492,sable autour des gens
34493,ciel
34494,arbres à gauche
34496,ciel en haut à gauche
34497,arbres à droite
34499,sol en bas à droite
34500,cheval à droite
34501,patch herbe centre gauche
34502,cheval à gauche
34503,cheval à droite
34504,en haut à gauche
34505,ciel bleu
34506,montagne couverte d'arbres à droite
34507,les arbres à gauche
34509,arbre en haut à droite
34510,personne sur un animal
34511,grand palmier à gauche
34512,cheval
34513,ciel gauche
34514,grand arbre au centre juste devant
34515,bas
34516,des arbres
34517,gazon
34518,ciel
34519,chemise rouge personne
34520,vieille machine à gauche - grande roue
34521,personne
34522,oui ce truc
34523,poteaux blancs saillant de droite
34524,l'eau
34525,mec exhibant sa jambe
